content,score,Label
"Sinyal susah,belum dapat no verifikasi",4,positif
Aplikasi ini sangat berguna Dan penting,5,positif
Bagus,5,positif
Bagus untuk berkomunikasi,5,positif
🙏🙏🙏,4,positif
Mantap,5,positif
tra sesuai dengan iklan,5,positif
terbaik,5,positif
Membantu saya,5,positif
Tdikk,5,positif
sangat membantu,5,positif
Bagus jernih,4,positif
Cepat dapat respon nya,5,positif
"Kenapa WhatsApp saya klok bikin story' video sekarang ngebelur , Terus susah kasih filter , Mohon di perbaiki",5,positif
Baguufcvvc,2,positif
Sangat bagus,5,positif
"Sangat bagus dan membantu.,.terima kasih",5,positif
Keluar sndiri anjjg,1,negatif
bagus,3,netral
"Kalau bisa, temanya dibikin kayak fitur iPhone dong Min😁",4,positif
Sangat bermanfaat,5,positif
Nuraeni,2,positif
Bagus,5,positif
Bermanfaat,5,positif
Sangat bagus apknya,5,positif
knp tdk l jutkan?,5,positif
Mantappppp,4,positif
sangat membantu memudahkan pekerjaan,5,positif
AlFihidayah,2,positif
bagus,4,positif
Fuokkkk qp jangan salah satu pusing bodoh ulang 😠😠😠😠,1,negatif
Kenapa tidak bisa vc,2,positif
Nice,5,positif
what App mantap,5,positif
Ok,4,positif
Kok whatsapp nya tdk bisa di instal,1,negatif
Oke,3,netral
Menyenangkan,5,positif
Ditingkatkan lagi,4,positif
Kaya tai update mulu mmk,1,negatif
Mantap 👍,5,positif
Like,5,positif
Yg sediktkendala jaringan Indosat ditmpt kami,4,positif
Baru,5,positif
Bagus,5,positif
Aplikasi yg sangat membantu,4,positif
Whatshaap memang oke,5,positif
Tolong dong status video / foto di kasih pilihan(HD/MD/LD),2,positif
Mantap,5,positif
Menjual sayur Dan ayam,5,positif
kenapa akun saya dibanned.saya sudah download whatsapp di playstore kenapa akun saya masih di blokir. Kalau gak mau kembalikan nomer whatsapp saya harus ada dari pihak whatsapp yang tanggung jawab atau kasih saya uang atau suruh hapus whatsapp di playstore daripada ngrugikan pengunanya😡,1,negatif
Driver travel Lintas sumba,5,positif
Mantap,5,positif
Akon dan gkat anda.,5,positif
Untuk fersi yg lws,5,positif
"Update mulu, perubahannya(yg diupdate) gk seberapa",3,netral
"makin ga bagus ya?? padahal baru daftar no ko tiba tiba langsung keblokir ya,gimana nih admin WhatsApp,sumpah enek banget asli wa sekarang aneh",1,negatif
Bagus,5,positif
yezz,5,positif
Sangat membantu,5,positif
Makin hari makin jelek Sekarang whatsApp mau simpan Poto pun susah tolong di tingkatkan lagi,2,positif
Aplikasi yg menarik,5,positif
Kenapa aku kasih 3 kamunayak,3,netral
😪,2,positif
Makin lama makin jelek aja,3,netral
Good,5,positif
Sulit di instal,5,positif
Mantaf,5,positif
"Nggak ngapa-ngapain tiba tiba diblokir,apk rusak",1,negatif
Bagus cepat dan memuaskan,3,netral
Sangat bagus,5,positif
Epepeowpwpwlwlbnajsjsjd8sgsbenmsosidhenene di dalam rumah dari Styrofoam bisnis pernak perniknya to save aku tidak akan bisa lengserkan di dunia yang,5,positif
Membantu untuk berkomunikasi jarak jauh,5,positif
Aplikasi,1,negatif
"Tlvn saya jadi eror, klw mw angkat tlvn harus pakai lod speaker dulu biar keluar suaranya, trs mw share loc juga eror, tolong pembenahannya",1,negatif
"Whatsapp ko tampilannya buat jenuh ,,tidak ada perubahan,,dri pitur2nya memvosan kn makanya banyak yg pindah ke aplikasi pihak ke 3",3,netral
Memuaskan,5,positif
Sangat tidak memuaskan,1,negatif
Sqngat membantu,5,positif
Tdk bjsa di download,5,positif
bagus jangan di hapus WhatsApp ya,5,positif
Bagus,5,positif
Setelah update di saat vidio call memasuki mode gambar-dalam-gambar terjadi bug yang membuat vidio berkedip dan tidak bisa di geser untuk beberapa saat,2,positif
Sangat bagus aplikasi nya,5,positif
Bagus,5,positif
Saya menyukai nya,5,positif
Kamu nanya,5,positif
"WHATSAPP SEMENJAK DI UPDATE JADI GAADA NOTIF TELPON, KALO ADA YANG NELPON RIBET HARUS BUKA APK NYA DULU, balikin ke stelan yang dulu😤",2,positif
"eror banget ya WA makin di update makin eror, tidak bisa memakai filter di status wa banyak bug nya, ada² aja makin kesini makin aneh hadehh",2,positif
bagus,5,positif
Bagus sekali,5,positif
oke,5,positif
Bagus sangat membantu dalam berkomunikasi,5,positif
Oke,5,positif
Karna tidak bisa melihat story,1,negatif
Update status video jarang berhasil,1,negatif
Manfaat,5,positif
sangat membatu untuk empromasi,5,positif
Mantap👍,5,positif
Tiap bulan suruh update terus. Mengganggu sekali.lebih baik sekali setahun aja update,1,negatif
mantap,5,positif
Trina kasih telah memperbaharui WA ku.,5,positif
Mantap,5,positif
Bagus,5,positif
gimana caranyah pake walffaper,5,positif
Malah makin buruk,1,negatif
Ajojing ala ala ajojing😆😗asek😆😆😆,5,positif
Whatssap tolong gmn cara memperbaiki atau pembaruan dr whatssap agar bisa d buka kembali karna sangat penting sekali.harap d permudah dan jangan malah d buat sulit kami. Memakai whatsaap sangat penting.,2,positif
Merbarui,5,positif
ok,4,positif
Ok,4,positif
Di update malah jadi lemot sdh di otak atik sama saja,2,positif
Bagus dan baik,5,positif
Aplikasiiiiiiiiiiiiiiiiya sangat baguss,5,positif
Good,5,positif
cok kakean di update ae asu!!! poseng aku,4,positif
Sangat bobrok,1,negatif
Sangat cocok untuk semua kalangan,5,positif
No coment,5,positif
sangat membantu,5,positif
Setelah di update status video tidak bisa di putar... Tolong Perbaiki lagi seperti dulu,2,positif
"Baguss bngt😊, Tpi Jgn kadaluwarsa ya,, yg pnya akun WA sendiri🙄😌",5,positif
Terkadang lelet,2,positif
Bagus,5,positif
Siip,5,positif
Tidak bisa wa nya,5,positif
"Semua udah ok si, bagus,💜 Tapi kalo bisa tambahkan fitur musik dong kalo mau bikin SW. Hahah itu aja si . Terimakasih",4,positif
🤣🤣🤣,5,positif
Sangat membatu sekali,5,positif
Pisahkan kolom chat grup dan chat pribadi,1,negatif
Kok mikrofon nya GK bisa dipakai tolonglah sayaa masih tergantung dengan itu,3,netral
Ruwet,1,negatif
Ok,1,negatif
Ok,4,positif
Satu aja dulu klo bagus baru 5 bintang 🌟,1,negatif
Mantap,5,positif
Kenapa. Gak bisa uabedet,5,positif
Sangat membantu dlm berkomunikasi,5,positif
Coba dulu kalau lbh bagus dr sblmnya aku tambah jadi 100 bintang,1,negatif
Sering lemot,3,netral
"Bagus sekali tapi suka anah""",1,negatif
Ini sangat berguna,5,positif
"Lolot ni wa skrng klo lagi telp suka menghubungkan padahal jaringan stabil, udah gitu klo abis menghubungkan telp nya mati pas di telp ulang menhubungkan lagi gak bisa di angkat",1,negatif
Memuaskan,5,positif
Kenapa ga bisa di Download?????,1,negatif
Mempererat persaudaraan dan kekeluargaan,2,positif
Bagus 👍👍,5,positif
Oke,5,positif
"ngeleg banget,pas vid call kalo di kecilin nge bug,,msh enk yg dulu asli,ga enk bgt makenya skrng",1,negatif
Apdet y lama bisa gak tolong di cepetin unduhan y,1,negatif
Pokok e bintang tu lah jaleh nah,5,positif
ga ada,5,positif
Sangat baik,5,positif
Bismillah Alhamdulillah. 🙏👍💪,5,positif
ya sangat bagus dan kompetitif untuk semua kegiatan komunikasi bravo trmksh,5,positif
What's App sangat membantu dalam berkomunikasi,5,positif
😉😶😶,5,positif
Kalau habis paket udh g bisa tlpn atau vc lagi kenapa ya whasaap padahal dulu walau pun g ad pket ad gratisan wa bisa vc atau tlpnan,1,negatif
Mantap,5,positif
Bagus sih tapi update yg bisa banyak tema gitu kaya WA gb,5,positif
baik,3,netral
Mantaap👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5,positif
Aplikasinya sangat sangat bagus 👍,5,positif
Please remove gif picture that not appropriate for children,1,negatif
Sangat bagusss,5,positif
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👏👍👏👍👏👍👏👍👏👍👏👍👏👍💗💗💗💗💗💗💗,5,positif
tsaqib,4,positif
Sip sllllllllluuuuuu,5,positif
"Tolong pihak whatsapp akun saya ada yg masuk tanpa saya beri tahu no pin yg dikirim oleh whatsapp, sampai sekarang saya tidak bisa masuk ke akun whatsapp saya, karena orang yg masuk ke akun saya mengaktifkan verifikasi 2 langkah, bagaimana solusinya, banyak data pribadi saya yg ada di akun saya, mohon solusi secepatnya. Karena saya takut akun saya di salah gunakan.",1,negatif
Avdil pajra,1,negatif
baik,4,positif
Cepat,5,positif
WhatsApp ko jadi kaya tai si,1,negatif
"Pop up vidio call erorr, vidio call buram, ngeblur, pecah, ngelag padahal jaringan bagus",1,negatif
Bagus,5,positif
Jelek,1,negatif
Baik aku suka aplikasinya,5,positif
Is the best,5,positif
Knpa harus minta d instal lg 😔,3,netral
Banyak membantu n ok,5,positif
Knpa sih setiap mau apdet ga bisa trs pdhk semua aplikasi udh di hps😵😐,1,negatif
Kenapa whatsapp harus selalu di dwonload kembali ku kira tidak udah berapa kali aku dwonload kembali,2,positif
kenapa sih selalu update,2,positif
"Updatenya susah sekali, udah pakai WiFi juga tidak bisa. Harus instal ulang yang menyebabkan data- data hilang semua",1,negatif
aqih makan yg yg rajin ya,5,positif
Knp harus kadaluarsa,1,negatif
Bagus,4,positif
Kartu tidak terbaca,5,positif
"Kacau kacau kacau sy stres dengan WhatsApp ini,sy pkr tidak akan lagi kena blokir bosan sy harus peninjauan trs. Sampe kapan sy hrs menghadapi WhatsApp begini sementara sy sangat membutuhkan nya! Udh byk info dr sekolah terlewatkan gara² WhatsApp keblokir terus!",2,positif
Kok whatsapp kadaluwarsa sih,1,negatif
Kenapa sih.... setiap Netizen buat keluhan atau pujian gk dibalas team wa atau di lihat?. Tolong saya ada keluan kenapa ada stiker gini🗿tolong hapus. Apa gunanya dibuat ini stikernya?. Tolong perhatikan. Stiker ini beban hidup gw dan loo.... baca! baca! baca!,1,negatif
Dengan ada nya WA komunikas dengan sodara jauh lebih mudah,1,negatif
Good,5,positif
kurang oky,2,positif
"Terlalu banyak pembaharuan, tapi kualitas menurun",1,negatif
"Aplikasi inti dari smua aplikasi,, smoga perkembangannya smakin baik yaa klo bisa d tmbahin fitu pisah antara grub dan chat pribadi, dan untuk pengiriman dokumenn berupa foto atau vidio tolong d perbaiki karna kadang seperti bug yang membuatnya tak bisa terkirim, dan untuk pengiriman status jika bisa d tingkatkan seperti misal kita mengirim vidio k status lalu status membuat vidio dengan memotong sendiri jadinya pas dan kita tidak perlu bolak balik untuk menambahkan lanjutan dari vidio.. Thankss",5,positif
Sering hilang sendiri..padahal penting untuk kerja,1,negatif
Mantap,3,netral
Kualitas kurang bagus ...,1,negatif
Saya telah melaksanakan reting ini d9,1,negatif
Good,5,positif
Aplikasi yg bagus dan sangat membantu,4,positif
Perubahan Ini Sangat Mengganggu,5,positif
Semoga semakin LBH baik,5,positif
Baik dan lancar,3,netral
Belajar,5,positif
Bagus,5,positif
Terbaik,5,positif
Bagus,5,positif
good,5,positif
Agak lelet,3,netral
Kenapa susah banget di pake sih gj banget ni whatsaap sumpah gj banget gk bisa di update lagi kadaluarsa katanya,1,negatif
terima kasih whatsApp,4,positif
WhatsApp ok banget,5,positif
Terkadang suara nya putus2..,4,positif
"Setelah di update malah ngga bisa d buka sama sekali,parah bener",1,negatif
Dita Duta,5,positif
Oke,5,positif
Sinyalnya kurang bagus kadang kadang,3,netral
Saya sangat setuju kl ada pembaruan,5,positif
Paling mantap,5,positif
Good this is aplician,5,positif
"Kenapa harus update terus, chatt terakhir saya hilang",1,negatif
Bagus,5,positif
Sangat bagus,5,positif
Sukses,5,positif
Bagus sekali,5,positif
Aplk nya sangat bagus,5,positif
Bintang 2 dlu ya,2,positif
bikin wa nya kaya iPhone dong update lagi,5,positif
Krn klo di update aplikasi nya error terus menerus,1,negatif
Sangat bagus,5,positif
Membantu...untuk...kegiatan sehari2,4,positif
Saya tidak suka apk ini,1,negatif
Sebenarnya ada apa dengan whatsApp.. udah dua kali ini akun saya di blokir gk jelas,5,positif
Aplikasi yang sangat memuaskan,1,negatif
Sangat membantu,5,positif
Sangat bagus,5,positif
Bagus,5,positif
Terima ksh aplikasi wa yg sangat membantu,5,positif
kakkoiwa,5,positif
Terlalu lambat,1,negatif
"Habis di updte mlah jdi kyak gini!! Lagi vc tiba""mati sndiri",1,negatif
Banyak bug,1,negatif
Sangat menbantu,5,positif
Bagus,5,positif
bgus,5,positif
Habis di update malah kek kntl. Layar video call saatdi mode PiP mlah blink blik asu,2,positif
Yuyun dan ipah,5,positif
Aplikasi nya sangat bagus,3,netral
Karena aplikasi ini bisa kadaluwarsa,4,positif
Aplikasi WA dapat membantu komunikasi masyarakat secara pribadi atau secara khusus.,5,positif
Mantappp,5,positif
Bagus,5,positif
Wasap sangat bagus,5,positif
sulit,4,positif
Okelah,5,positif
Ok,2,positif
Stuck Logo,1,negatif
Baik,5,positif
Sangat memuaskan,4,positif
Mantap,3,netral
Kurang labcar,1,negatif
keren,5,positif
Luar biasa,5,positif
BUKA WA,5,positif
Makin bagus lagi,5,positif
Tolonglah jangan blokir nomor saya buat pihak aplikasi ini di dalam pada nomor penting semuanya kenapa tiba tiba di blokir padahal udah di buka belokirannya oleh pihak ini kenapa tiba tiba di blokir lagi,1,negatif
Sangat buruk,1,negatif
Mengapa whatsapp nya enggak bisa di dowlond,1,negatif
bagus,5,positif
"tolong fitur sekali lihat dihapus aja, rese bgt. aku mw liat aim piling lonli",1,negatif
Kemarin waktu hari kamis malam jum'at pada saat telvon wa dengan bos saya suaranya sangat buruk tolong perbaiki lagi ada apa dengan wa skrg tidak sebaik dahulu,3,netral
Sangat baik,4,positif
Tidak bisa di upgrade,1,negatif
Sangat bagus,5,positif
Bagus,5,positif
"sebagai informasi yg sangat baik, aman dan lancar👍",3,netral
ok,5,positif
Ok,5,positif
Mengecewakan,1,negatif
sangat membantu,5,positif
Oky,5,positif
Ko sebentar2 diperbarui terus blm lama sdh diperbahrui bikin sebagian data hilang. Datanya sedikit banyak yg dihapus ko bil sdh penuh aplikasi apa begiji,1,negatif
Chat sepi yg rame grup doang,1,negatif
You bakka,1,negatif
Trims,5,positif
Ok,5,positif
Terlalu ribet sekarang sistem WhatsApp pemulihan pencadangan aja satu hari Terlalu RIBET,1,negatif
Tyyuyu,1,negatif
Ini saya kirim video di status padahal sudah dipotong hanya 30 detik kenapa ga bisa?,1,negatif
"Kok wa sekarang sering minta perbarui mulu, baru 2 bulan suruh di perbarui lagi , kacau nih wa , mentang2 kita butuh , saya kecewa",1,negatif
Gabisa di download,1,negatif
Bagus,5,positif
Knp kena spam ..dan di download ga bisa lg,1,negatif
Bagus sekali,4,positif
"gjls,jd sering bug",1,negatif
Simpel,5,positif
Bagus,4,positif
sangat menarik,5,positif
"Seng di upgread kie opo jane prasaan gk enek perubahan,entuk notif WA kadaluarsa mulane tak upgread",1,negatif
Kenapa saya ga bisa pake whatsapp apa salah no saya ...tolong di perbaiki,1,negatif
Menyenangkan,5,positif
"Kenapa buka wa lama banget,",1,negatif
Good Job.,3,netral
Ya unduh ...daripada...,5,positif
🤗,5,positif
semua baik-baik saja,4,positif
Hhee,5,positif
Akun wa saya diblokir Berulang-ulang padahal saya tidak melakukan kesalahan satu pun Sampai saya ganti nomor baru Tapi tetap diblokir Aneh,1,negatif
Mantap,5,positif
Buriik,3,netral
gentod,1,negatif
bagus,5,positif
"whatsapp ini sangat penting untuk semua orang. apalagi manusia sibuk seperti kita jadi ini sangat sangat di butuhkan, bila ada kekurangan/minus drpd aplikasi ini, saya masih bisa memaklumi, tapi saya berharap jika aplikasi ini agar lebih ditingkatkan demi mempermudah urusan kami dan tolong jika di update jangan ada satupun fitur sebelumnya yang hilang karena ini sangat membantu. tolong apknya ditingkatkan lagi, terimakasih.",5,positif
WHATSAPP TAMBAHIN VITUR ARISPAN DONG YANG KAYA INSTAGRAM,5,positif
"Sangat membantu sekali,,poko nya 👍👍👍",5,positif
Dibidang bangunan,1,negatif
Tidak bisa login,5,positif
Bgs,5,positif
당신이 그것을 훨씬 더 잘 업데이트하고 싶다면. 이것은 훨씬 더 깨졌습니다. 일반적으로 별표 표시된 메시지는 그룹에서 온 것일 수 있습니다. 빨리 고치자!!,3,netral
Goood,4,positif
Ok,5,positif
Amanah,1,negatif
"Tolong dong WhatsApp webnya yang fitur centang tetap masuk di munculkan kembali dong !!!! Capek banget WhatsApp web tiba2 keluar sendiri,nyesel gw perbarui klau kyak gini, bukannya tanpa baik malah fitur2 kek gitu d hilangin .",1,negatif
Bagus*,5,positif
Sangat bagus,5,positif
Status jadi ga keliatan siapa aja yg melihat,1,negatif
"Setelah di update malah jadi gak bisa buka pesan sekali lihat, tolong dong di perbaiki jgn makin mengecewakan, saya pengguna oppo reno4f",1,negatif
sangat bagus dn enk di gunakanx,5,positif
"Kenapa data pengguna saya tiba tiba menjadi 7,91 gb padahal kemarin masih 1,8gb tolong lahh!!!",3,netral
Ok,5,positif
WA ny sangat menarik,5,positif
Bisa Berkomunikasi dengan keluarga,5,positif
Pliss teruntuk pengurus wasap sekalian tolonggg apus emot batuuu dan jempol tolongg,5,positif
Makasih bang,5,positif
Kenapa akun gua di blokin min emang salah saya diman itu nomor penting.emang gak adil whatsup,1,negatif
"Kecewa banget semenjak abis update tiba"" chat hilang semua, mana chat 2-3 tahun kebawah",1,negatif
dear wa...hapus fitur 1 x dilihat....itu aja,1,negatif
Bagussss,5,positif
Kenapa nih WA makin lama makin nyusahin. Mau nelpon gk sama keluar suara dari yg menelpon. Parah lah pokokny,1,negatif
Bgs,5,positif
Mantap,5,positif
Mantuullll,5,positif
Kenapa setiap ngechat orang selalu di abaikan,1,negatif
minimal liat ni wa min. punten kenapa di blokir min. soal nya udh ganti no 3x,2,positif
Sangat bagus,5,positif
Harus baik,5,positif
Aplikasi ini sangat baik,5,positif
Good,5,positif
Sangat puas senang dengan Shopee,5,positif
Gaada yang ngechat,1,negatif
Kenapa ada tulisannya you need the official WhatsApp to use this account tolong jelaskan terimakasih,1,negatif
Of course bgs bgt,5,positif
Nee juga mantap,5,positif
Hp saya habis di instal data nya hilang semua masuk lagi susah no di blokir padahal no tsb di pakai sudah bertahun tahun kok jadi ribet,1,negatif
Bagus👍,5,positif
Sangat membantu saya,5,positif
"please add minutes for the duration of the uploaded video, thank you",4,positif
Kenapa kalo saya mau vidio call kayak gk ada gambarnya cuma ada foto pp TOLONG DI PERBAIKI YAH UDAH SEGITU AJAH makasihhh,1,negatif
Sering bnged notifikasi wa masuk ga muncul... Giliran apk wa nya di buka pada masuk semua pesan wa nya... Hadeh... Kecewa berat...😔😔😔,1,negatif
Sses,5,positif
"Buat status video kenapa gak bisa jalan malah macet, trus tidak dapat mengirim video",3,netral
👍👍👍,4,positif
Muaskn,4,positif
Guud,5,positif
WA ini sangat cocok buat ku,5,positif
Bagus,5,positif
"aslinya apk ini bagus dan bermanfaat banget, namun yang menjadi masalah yaitu, ketika meng upload video HD di snap, nanti saat terdiri video itu menjadi video yang tidak jernih dan buruk. mohon maaf sebelumnya",5,positif
"setelah update ada bug saat melakukan video call,kamera sering tidak berfungsi",1,negatif
Sangat bagus,5,positif
suaranya kecil pas tlfn burik,1,negatif
Oke,5,positif
Optimal kan aplikasi nya,3,netral
Kenapa ya semakin kesini semakin ga enak apk nya sering kali ada tulisan menggunakan whatsapp resmi. Trus ini bukan whatsapp resmi apa? Tolong ya diperbaiki buat kenyamanan bersama Sdh ada 1 minggu whatsapp begini terus mohon dong diperbaiki banyak data penting whatsapp yg saya pakai,1,negatif
Matat,5,positif
gda yang cht👎🏼,1,negatif
+02?[\WJaplwjpiaju Nupj W 6uwn#+n Wulj .7# Bwaul 7auulaWulj Upn Wnalunwpnnal up0!/u0ap wh l 72 ++Nuawgjl#+/ 70au7ju Nu,4,positif
"Kenapa ini selagi VC ± berjalan 10mnt selalu patah patah/delay seperti suara lawan bicara sudah diterima namun video telat dan itu durasinya cukup lama kadang tiba tiba blank. Sering muncul keterangan ""Whatsapp tidak menanggapi"" . TOLONG KAIZEN",3,netral
"Diperbarui malah tambah rusak. Jika sedang vidio call lalu mengirim foto atau bikin status, vidio call nya langsung mati aja. Trus kalo lagi vidio call ngecilin gambar vidio call nya langsung ngedip ngedip. Tolong lh untuk di perbaiki",1,negatif
kenapa sih ni wa harus di perbarui mllu heran dah,2,positif
Oke,3,netral
Coba dulu ya,3,netral
"Aplikasi bagus, berguna dan sangat membantu. Tapi untuk story kurang memuaskan. Karna terkadang ga muncul di kontak temen story yg kita buat",4,positif
"ngeleg najis tolol ,,, buriq kalo bikin status suka ngadet ngadet 2023 masih ajh kea krajaan Majapahit",1,negatif
Gratis,5,positif
Bagus,5,positif
Satu untuk semua,5,positif
Ok,5,positif
Update bukannya nambah bagus malah makin buruk,1,negatif
Mau update makin lelet,4,positif
ok,5,positif
Wahyuboneng,5,positif
Kenapa WA AK gk bisa buka,5,positif
Bagus,5,positif
"Makin sini makin sampah , ngirim vidio gak bisa 1 vidio yg dilanjutkan",1,negatif
Tolong bug saat memilih filter di status tidak bisa digunakan .. bahkan ketika di pencet mengarah ke privasi status..,3,netral
Saya sudah update WhatsApp tapi kok belum ada fitur baru itu bagaimana ya,4,positif
Sangat membantu,5,positif
Sangat bagus,5,positif
"WA KM APAIN PACARRR AKKK, DIA SAMPE SKIT HATIIIII TUHHHH. PARAH BANGET KM TUUUU!!!!🤬",2,positif
"Makin lama makin rusak nih apk,,bukannya tambah baik malah tambah rusak",1,negatif
maap untuk presiden wa bisa ga munculin filter cancel untuk semua orang kalo pesannya udh ke kirim jadi kalo ada orang mau hapus pesan untuk semua orang gajadi bisa gitu lo semoga ngerti bahasa saya ya makasi sebelumnya,3,netral
Good,5,positif
Memudahkan utk berkomunikasi,5,positif
Ok,5,positif
Poto gw di bikin stiker tolong lahhh,1,negatif
adain arsip sw dong,4,positif
𝘞𝘢 𝘨𝘢𝘬 𝘮𝘢𝘴𝘶𝘬 𝘢𝘬𝘢𝘭 𝘵𝘪𝘣𝘢-𝘵𝘪𝘣𝘢 𝘨𝘢𝘬 𝘣𝘪𝘴𝘢 𝘥𝘪 𝘨𝘶𝘯𝘢𝘬𝘢𝘯 𝘴𝘦𝘱𝘦𝘳𝘵𝘪 𝘣𝘪𝘢𝘴𝘢 𝘺𝘢,1,negatif
bagus,1,negatif
"Gw males pada spam ""apk ini bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ngapain lihat ke bawah kan udh bilang bagus"" itu yg bilang begitu kalo mau bilang bagus ya gak usah begitu lah;-;",5,positif
Goooddd,5,positif
watchsapp knp ga bisa di buka,5,positif
Kok ngak bisa di dowlod ya,1,negatif
yaull,5,positif
Top,5,positif
P info wa mb,5,positif
Akses,5,positif
Ok,5,positif
Bagus,5,positif
Wa,5,positif
"When u see this, i just wanna to say everyone did it so good! God Bless You",5,positif
Sangat baik,5,positif
Goood,5,positif
Emote batu mohon di hilangkan,1,negatif
bagussss sukakk,5,positif
Bagus,5,positif
Mantap luar biasa,5,positif
Coba dulu,2,positif
Kenapa chat ku ga bisa di pulihkan,1,negatif
Lumayan 😎,5,positif
Maaf aku kasih 🌟 5 udh cukup malaes ngetik,5,positif
Akusering memakai wa tidak terjadi apapa bebas iklan aku bisa berkimunikasi sama kluarga makasi wa,5,positif
Sangat baik,5,positif
Waktu vidiocall dan di minimize gambar kecilnya jdi berkedip kedip mohon d perbaiki,3,netral
"Tolong buat Dev untuk menghapus fitur privasi terakhir dilihat seperti dulu, aku jadi gabisa liatin dia online, setuju gaseh👍🏻👍🏻",3,netral
Kenapa alasan saya memilih memakai WhatsApp biasa karna WhatsApp nya seru tidak kaya WhatsApp bunssi cepat kardewasa nya semoga yang oake WhatsApp biasa mangkin seru ya kalau kata aku si mending pake WhatsApp Messenger dari pada peke WhatsApp bunssi dadah,5,positif
Kak himna sih cara nya no sya kan di blok watsap gimna biar ke buka lagi dan bisa k daptrar lagi 🙏 tolong di bantu dong,5,positif
Oke banget,5,positif
"Saat ada telpon masuk voice maupun video call hanya bunyi sebentar dan tidak menampilkan notifikasi hanya suara dan itu semangat sebentar, harus dibuka terlebih dahulu untuk melihat informasi siapa yang sedang menelpon. Mohon segera di fix",3,netral
Baik sekali,5,positif
Kenapa dengan aplikasinya 2x kena baned dalam 1 hari pdahal dari playstore Korek lagi fitur nya hanya mengganggu pengguna saja,1,negatif
Hanya ingin menambakan sajah mengapa sekarang tidak bisa pesan berbintang dan pt/vd tidak bisa kesimpan dari wa ke galeri padahal dulu bisa,2,positif
Best 👍👍,5,positif
Akun saya kok sering di blokir padahal suda ganti kartu. Aplikasi juga dari playsor masi aja gangguan pemblokiran sarannya gimana,1,negatif
Bikin stori sekarang jadi buram:(,3,netral
WhatsApp sangat bermanfaat sekali untuk saya❤️,5,positif
wa sekarang gajelas masa tiba tiba keblokir terus padahal uda ganti nomor,1,negatif
"Min kenapa ya ko wa nya pas ngaplod sw jadinya burem pas digaleri gk burem tapi pas masukin sw jadi burem,kenapa yah min?",4,positif
Berkah Selalu WhatsApp 🙏,5,positif
bagus lh,5,positif
wa tdk bagus bikin sakit hati,1,negatif
Wt😆 😨😩😠😨😠😠😨😵😠😧👹,3,netral
Kurang puas,2,positif
Jelebaw,5,positif
baik,5,positif
Bagus,5,positif
Ini bagus 👍,4,positif
"Untuk wa temanya jangan hitam bikin yang banyak temanya tanda onlinenya hilang kan, tolong buat wa tanda baca digrup siapa aja yang liat tolong diapus ya makasi",5,positif
Fitur kunci chat nya tidak muncul,2,positif
Eror wanya,1,negatif
Ni aplikasi ngirim video aja susah!!!🤬🤬🤬🤬,5,positif
Memudahkan dalam komunikasi,5,positif
"Assalamualaikum warahmatullahi Wabarokatuh.hallo yg udh buat apk ini saya sangat beruntung sekali telah mendownload apk ini 🥰apk ini sangat luar biasa skli 💕😍saya menyukai apk ini saya kasih bintang 5 yah semonga beruntung yg udh menciptakan apk ini yh😍apk ini sangat bangus,lumayan,luar biasa, sempurna dan semacamnya.thanks you somach iyh 😍",5,positif
Oke,5,positif
Ok,4,positif
Semoga bagus aplikasi min,5,positif
Tidak ada kuncii,1,negatif
Good,5,positif
Sangat bagus,5,positif
Okeh,5,positif
"tolong dong kualitas unggahan story di perbagus lagi,sayang bgt masa jadi blurr tolong banget inimah",2,positif
bagussd,5,positif
Kekeringan ubdate,2,positif
Aplikasi apa ni jelek skali,5,positif
Atha 4567298,5,positif
Di-update terus malah makin ribet bukannya makin mudah,1,negatif
"untuk fitur status sangat cacat, yg di posting menit dan detik apa yg muncul distatus menit dan detik yg lain. terus ngapain gua atur detik dan menitnya klo ujung2nya ngaco yg lu posting. bisa aja yg di menit itu gamau di post, malah lu post dasar *****. bikin malu aja anj ... contoh gua posting video menit 17-40 . tapi yg muncul di postingan malah menit yg lain gb****k . malu2in aja an**** bisa aja menit yg lain itu aib gb*****k",1,negatif
Untuk sekedar masukan untuk upgrade versi terbaru nantinya bisa menambahkan fitur untuk menonaktifkan chat seseorang yang sedang tidak diinginkan. Seakan whatsapp sedang tidak digunakan oleh si pemilik alias akan centang satu bagi si pengirim dan mengira whatsapp si pemilik sedang tidak digunakan. Sejauh ini fitur-fitur whatsapp sudah jauh lebih baik. Terimakasih.,5,positif
"Sering keluar sendiri,nomer terdaftar di bilang salah",2,positif
Smg whatsap..sll memperbarui aplikasinya,5,positif
Tolong ada bug saat saya menggirim pesan ke teman saya kan dan ya pesan tersebut di baca tapi kok centang nya masi centang abu abu 1,1,negatif
"Everything its perfect maybe, well i currently tired for the day.. please cheer me up :)",5,positif
ok,5,positif
"admin WhatsApp mohon maaf, knp saya setiap ingin ngirim vid dri perangkat kok gk bisa ya min? kenapa ya?",3,netral
