content,score
Pokok e bintang tu lah jaleh nah,5
ga ada,5
Sangat baik,5
Bismillah Alhamdulillah. 🙏👍💪,5
ya sangat bagus dan kompetitif untuk semua kegiatan komunikasi bravo trmksh,5
What's App sangat membantu dalam berkomunikasi,5
😉😶😶,5
Kalau habis paket udh g bisa tlpn atau vc lagi kenapa ya whasaap padahal dulu walau pun g ad pket ad gratisan wa bisa vc atau tlpnan,1
Mantap,5
Bagus sih tapi update yg bisa banyak tema gitu kaya WA gb,5
baik,3
Mantaap👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
Aplikasinya sangat sangat bagus 👍,5
Please remove gif picture that not appropriate for children,1
Sangat bagusss,5
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👏👍👏👍👏👍👏👍👏👍👏👍👏👍💗💗💗💗💗💗💗,5
tsaqib,4
Sip sllllllllluuuuuu,5
"Tolong pihak whatsapp akun saya ada yg masuk tanpa saya beri tahu no pin yg dikirim oleh whatsapp, sampai sekarang saya tidak bisa masuk ke akun whatsapp saya, karena orang yg masuk ke akun saya mengaktifkan verifikasi 2 langkah, bagaimana solusinya, banyak data pribadi saya yg ada di akun saya, mohon solusi secepatnya. Karena saya takut akun saya di salah gunakan.",1
Avdil pajra,1
baik,4
Cepat,5
WhatsApp ko jadi kaya tai si,1
"Pop up vidio call erorr, vidio call buram, ngeblur, pecah, ngelag padahal jaringan bagus",1
Bagus,5
Jelek,1
Baik aku suka aplikasinya,5
Is the best,5
Knpa harus minta d instal lg 😔,3
Banyak membantu n ok,5
Knpa sih setiap mau apdet ga bisa trs pdhk semua aplikasi udh di hps😵😐,1
Kenapa whatsapp harus selalu di dwonload kembali ku kira tidak udah berapa kali aku dwonload kembali,2
kenapa sih selalu update,2
"Updatenya susah sekali, udah pakai WiFi juga tidak bisa. Harus instal ulang yang menyebabkan data- data hilang semua",1
aqih makan yg yg rajin ya,5
Knp harus kadaluarsa,1
Bagus,4
Kartu tidak terbaca,5
"Kacau kacau kacau sy stres dengan WhatsApp ini,sy pkr tidak akan lagi kena blokir bosan sy harus peninjauan trs. Sampe kapan sy hrs menghadapi WhatsApp begini sementara sy sangat membutuhkan nya! Udh byk info dr sekolah terlewatkan gara² WhatsApp keblokir terus!",2
Kok whatsapp kadaluwarsa sih,1
Kenapa sih.... setiap Netizen buat keluhan atau pujian gk dibalas team wa atau di lihat?. Tolong saya ada keluan kenapa ada stiker gini🗿tolong hapus. Apa gunanya dibuat ini stikernya?. Tolong perhatikan. Stiker ini beban hidup gw dan loo.... baca! baca! baca!,1
Dengan ada nya WA komunikas dengan sodara jauh lebih mudah,1
Good,5
kurang oky,2
"Terlalu banyak pembaharuan, tapi kualitas menurun",1
"Aplikasi inti dari smua aplikasi,, smoga perkembangannya smakin baik yaa klo bisa d tmbahin fitu pisah antara grub dan chat pribadi, dan untuk pengiriman dokumenn berupa foto atau vidio tolong d perbaiki karna kadang seperti bug yang membuatnya tak bisa terkirim, dan untuk pengiriman status jika bisa d tingkatkan seperti misal kita mengirim vidio k status lalu status membuat vidio dengan memotong sendiri jadinya pas dan kita tidak perlu bolak balik untuk menambahkan lanjutan dari vidio.. Thankss",5
Sering hilang sendiri..padahal penting untuk kerja,1
Mantap,3
Kualitas kurang bagus ...,1
Saya telah melaksanakan reting ini d9,1
Good,5
Aplikasi yg bagus dan sangat membantu,4
Perubahan Ini Sangat Mengganggu,5
Semoga semakin LBH baik,5
Baik dan lancar,3
Belajar,5
Bagus,5
Terbaik,5
Bagus,5
good,5
Agak lelet,3
Kenapa susah banget di pake sih gj banget ni whatsaap sumpah gj banget gk bisa di update lagi kadaluarsa katanya,1
terima kasih whatsApp,4
WhatsApp ok banget,5
Terkadang suara nya putus2..,4
"Setelah di update malah ngga bisa d buka sama sekali,parah bener",1
Dita Duta,5
Oke,5
Sinyalnya kurang bagus kadang kadang,3
Saya sangat setuju kl ada pembaruan,5
Paling mantap,5
Good this is aplician,5
"Kenapa harus update terus, chatt terakhir saya hilang",1
Bagus,5
Sangat bagus,5
Sukses,5
Bagus sekali,5
Aplk nya sangat bagus,5
Bintang 2 dlu ya,2
bikin wa nya kaya iPhone dong update lagi,5
Krn klo di update aplikasi nya error terus menerus,1
Sangat bagus,5
Membantu...untuk...kegiatan sehari2,4
Saya tidak suka apk ini,1
Sebenarnya ada apa dengan whatsApp.. udah dua kali ini akun saya di blokir gk jelas,5
Aplikasi yang sangat memuaskan,1
Sangat membantu,5
Sangat bagus,5
Bagus,5
Terima ksh aplikasi wa yg sangat membantu,5
kakkoiwa,5
Terlalu lambat,1
"Habis di updte mlah jdi kyak gini!! Lagi vc tiba""mati sndiri",1
Banyak bug,1
Sangat menbantu,5
Bagus,5
bgus,5
Habis di update malah kek kntl. Layar video call saatdi mode PiP mlah blink blik asu,2
Yuyun dan ipah,5
Aplikasi nya sangat bagus,3
Karena aplikasi ini bisa kadaluwarsa,4
Aplikasi WA dapat membantu komunikasi masyarakat secara pribadi atau secara khusus.,5
Mantappp,5
Bagus,5
Wasap sangat bagus,5
sulit,4
Okelah,5
Ok,2
Stuck Logo,1
Baik,5
Sangat memuaskan,4
Mantap,3
Kurang labcar,1
keren,5
Luar biasa,5
BUKA WA,5
Makin bagus lagi,5
Tolonglah jangan blokir nomor saya buat pihak aplikasi ini di dalam pada nomor penting semuanya kenapa tiba tiba di blokir padahal udah di buka belokirannya oleh pihak ini kenapa tiba tiba di blokir lagi,1
Sangat buruk,1
Mengapa whatsapp nya enggak bisa di dowlond,1
bagus,5
"tolong fitur sekali lihat dihapus aja, rese bgt. aku mw liat aim piling lonli",1
Kemarin waktu hari kamis malam jum'at pada saat telvon wa dengan bos saya suaranya sangat buruk tolong perbaiki lagi ada apa dengan wa skrg tidak sebaik dahulu,3
Sangat baik,4
Tidak bisa di upgrade,1
Sangat bagus,5
Bagus,5
"sebagai informasi yg sangat baik, aman dan lancar👍",3
ok,5
Ok,5
Mengecewakan,1
sangat membantu,5
Oky,5
Ko sebentar2 diperbarui terus blm lama sdh diperbahrui bikin sebagian data hilang. Datanya sedikit banyak yg dihapus ko bil sdh penuh aplikasi apa begiji,1
Chat sepi yg rame grup doang,1
You bakka,1
Trims,5
Ok,5
Terlalu ribet sekarang sistem WhatsApp pemulihan pencadangan aja satu hari Terlalu RIBET,1
Tyyuyu,1
Ini saya kirim video di status padahal sudah dipotong hanya 30 detik kenapa ga bisa?,1
"Kok wa sekarang sering minta perbarui mulu, baru 2 bulan suruh di perbarui lagi , kacau nih wa , mentang2 kita butuh , saya kecewa",1
Gabisa di download,1
Bagus,5
Knp kena spam ..dan di download ga bisa lg,1
Bagus sekali,4
"gjls,jd sering bug",1
Simpel,5
Bagus,4
sangat menarik,5
"Seng di upgread kie opo jane prasaan gk enek perubahan,entuk notif WA kadaluarsa mulane tak upgread",1
Kenapa saya ga bisa pake whatsapp apa salah no saya ...tolong di perbaiki,1
Menyenangkan,5
"Kenapa buka wa lama banget,",1
Good Job.,3
Ya unduh ...daripada...,5
🤗,5
semua baik-baik saja,4
Hhee,5
Akun wa saya diblokir Berulang-ulang padahal saya tidak melakukan kesalahan satu pun Sampai saya ganti nomor baru Tapi tetap diblokir Aneh,1
Mantap,5
Buriik,3
gentod,1
bagus,5
"whatsapp ini sangat penting untuk semua orang. apalagi manusia sibuk seperti kita jadi ini sangat sangat di butuhkan, bila ada kekurangan/minus drpd aplikasi ini, saya masih bisa memaklumi, tapi saya berharap jika aplikasi ini agar lebih ditingkatkan demi mempermudah urusan kami dan tolong jika di update jangan ada satupun fitur sebelumnya yang hilang karena ini sangat membantu. tolong apknya ditingkatkan lagi, terimakasih.",5
WHATSAPP TAMBAHIN VITUR ARISPAN DONG YANG KAYA INSTAGRAM,5
"Sangat membantu sekali,,poko nya 👍👍👍",5
Dibidang bangunan,1
Tidak bisa login,5
Bgs,5
당신이 그것을 훨씬 더 잘 업데이트하고 싶다면. 이것은 훨씬 더 깨졌습니다. 일반적으로 별표 표시된 메시지는 그룹에서 온 것일 수 있습니다. 빨리 고치자!!,3
Goood,4
Ok,5
Amanah,1
"Tolong dong WhatsApp webnya yang fitur centang tetap masuk di munculkan kembali dong !!!! Capek banget WhatsApp web tiba2 keluar sendiri,nyesel gw perbarui klau kyak gini, bukannya tanpa baik malah fitur2 kek gitu d hilangin .",1
Bagus*,5
Sangat bagus,5
Status jadi ga keliatan siapa aja yg melihat,1
"Setelah di update malah jadi gak bisa buka pesan sekali lihat, tolong dong di perbaiki jgn makin mengecewakan, saya pengguna oppo reno4f",1
sangat bagus dn enk di gunakanx,5
"Kenapa data pengguna saya tiba tiba menjadi 7,91 gb padahal kemarin masih 1,8gb tolong lahh!!!",3
Ok,5
WA ny sangat menarik,5
Bisa Berkomunikasi dengan keluarga,5
Pliss teruntuk pengurus wasap sekalian tolonggg apus emot batuuu dan jempol tolongg,5
Makasih bang,5
Kenapa akun gua di blokin min emang salah saya diman itu nomor penting.emang gak adil whatsup,1
"Kecewa banget semenjak abis update tiba"" chat hilang semua, mana chat 2-3 tahun kebawah",1
dear wa...hapus fitur 1 x dilihat....itu aja,1
Bagussss,5
Kenapa nih WA makin lama makin nyusahin. Mau nelpon gk sama keluar suara dari yg menelpon. Parah lah pokokny,1
Bgs,5
Mantap,5
Mantuullll,5
Kenapa setiap ngechat orang selalu di abaikan,1
minimal liat ni wa min. punten kenapa di blokir min. soal nya udh ganti no 3x,2
Sangat bagus,5
Harus baik,5
Aplikasi ini sangat baik,5
Good,5
Sangat puas senang dengan Shopee,5
Gaada yang ngechat,1
Kenapa ada tulisannya you need the official WhatsApp to use this account tolong jelaskan terimakasih,1
Of course bgs bgt,5
Nee juga mantap,5
Hp saya habis di instal data nya hilang semua masuk lagi susah no di blokir padahal no tsb di pakai sudah bertahun tahun kok jadi ribet,1
Bagus👍,5
Sangat membantu saya,5
"please add minutes for the duration of the uploaded video, thank you",4
Kenapa kalo saya mau vidio call kayak gk ada gambarnya cuma ada foto pp TOLONG DI PERBAIKI YAH UDAH SEGITU AJAH makasihhh,1
Sering bnged notifikasi wa masuk ga muncul... Giliran apk wa nya di buka pada masuk semua pesan wa nya... Hadeh... Kecewa berat...😔😔😔,1
Sses,5
"Buat status video kenapa gak bisa jalan malah macet, trus tidak dapat mengirim video",3
👍👍👍,4
Muaskn,4
Guud,5
WA ini sangat cocok buat ku,5
Bagus,5
"aslinya apk ini bagus dan bermanfaat banget, namun yang menjadi masalah yaitu, ketika meng upload video HD di snap, nanti saat terdiri video itu menjadi video yang tidak jernih dan buruk. mohon maaf sebelumnya",5
"setelah update ada bug saat melakukan video call,kamera sering tidak berfungsi",1
Sangat bagus,5
suaranya kecil pas tlfn burik,1
Oke,5
Optimal kan aplikasi nya,3
Kenapa ya semakin kesini semakin ga enak apk nya sering kali ada tulisan menggunakan whatsapp resmi. Trus ini bukan whatsapp resmi apa? Tolong ya diperbaiki buat kenyamanan bersama Sdh ada 1 minggu whatsapp begini terus mohon dong diperbaiki banyak data penting whatsapp yg saya pakai,1
Matat,5
gda yang cht👎🏼,1
+02?[\WJaplwjpiaju Nupj W 6uwn#+n Wulj .7# Bwaul 7auulaWulj Upn Wnalunwpnnal up0!/u0ap wh l 72 ++Nuawgjl#+/ 70au7ju Nu,4
"Kenapa ini selagi VC ± berjalan 10mnt selalu patah patah/delay seperti suara lawan bicara sudah diterima namun video telat dan itu durasinya cukup lama kadang tiba tiba blank. Sering muncul keterangan ""Whatsapp tidak menanggapi"" . TOLONG KAIZEN",3
"Diperbarui malah tambah rusak. Jika sedang vidio call lalu mengirim foto atau bikin status, vidio call nya langsung mati aja. Trus kalo lagi vidio call ngecilin gambar vidio call nya langsung ngedip ngedip. Tolong lh untuk di perbaiki",1
kenapa sih ni wa harus di perbarui mllu heran dah,2
Oke,3
Coba dulu ya,3
"Aplikasi bagus, berguna dan sangat membantu. Tapi untuk story kurang memuaskan. Karna terkadang ga muncul di kontak temen story yg kita buat",4
"ngeleg najis tolol ,,, buriq kalo bikin status suka ngadet ngadet 2023 masih ajh kea krajaan Majapahit",1
Gratis,5
Bagus,5
Satu untuk semua,5
Ok,5
Update bukannya nambah bagus malah makin buruk,1
Mau update makin lelet,4
ok,5
Wahyuboneng,5
Kenapa WA AK gk bisa buka,5
Bagus,5
"Makin sini makin sampah , ngirim vidio gak bisa 1 vidio yg dilanjutkan",1
Tolong bug saat memilih filter di status tidak bisa digunakan .. bahkan ketika di pencet mengarah ke privasi status..,3
Saya sudah update WhatsApp tapi kok belum ada fitur baru itu bagaimana ya,4
Sangat membantu,5
Sangat bagus,5
"WA KM APAIN PACARRR AKKK, DIA SAMPE SKIT HATIIIII TUHHHH. PARAH BANGET KM TUUUU!!!!🤬",2
"Makin lama makin rusak nih apk,,bukannya tambah baik malah tambah rusak",1
maap untuk presiden wa bisa ga munculin filter cancel untuk semua orang kalo pesannya udh ke kirim jadi kalo ada orang mau hapus pesan untuk semua orang gajadi bisa gitu lo semoga ngerti bahasa saya ya makasi sebelumnya,3
Good,5
Memudahkan utk berkomunikasi,5
Ok,5
Poto gw di bikin stiker tolong lahhh,1
adain arsip sw dong,4
𝘞𝘢 𝘨𝘢𝘬 𝘮𝘢𝘴𝘶𝘬 𝘢𝘬𝘢𝘭 𝘵𝘪𝘣𝘢-𝘵𝘪𝘣𝘢 𝘨𝘢𝘬 𝘣𝘪𝘴𝘢 𝘥𝘪 𝘨𝘶𝘯𝘢𝘬𝘢𝘯 𝘴𝘦𝘱𝘦𝘳𝘵𝘪 𝘣𝘪𝘢𝘴𝘢 𝘺𝘢,1
bagus,1
"Gw males pada spam ""apk ini bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ngapain lihat ke bawah kan udh bilang bagus"" itu yg bilang begitu kalo mau bilang bagus ya gak usah begitu lah;-;",5
Goooddd,5
watchsapp knp ga bisa di buka,5
Kok ngak bisa di dowlod ya,1
yaull,5
Top,5
P info wa mb,5
Akses,5
Ok,5
Bagus,5
Wa,5
"When u see this, i just wanna to say everyone did it so good! God Bless You",5
Sangat baik,5
Goood,5
Emote batu mohon di hilangkan,1
bagussss sukakk,5
Bagus,5
Mantap luar biasa,5
Coba dulu,2
Kenapa chat ku ga bisa di pulihkan,1
Lumayan 😎,5
Maaf aku kasih 🌟 5 udh cukup malaes ngetik,5
Akusering memakai wa tidak terjadi apapa bebas iklan aku bisa berkimunikasi sama kluarga makasi wa,5
Sangat baik,5
Waktu vidiocall dan di minimize gambar kecilnya jdi berkedip kedip mohon d perbaiki,3
"Tolong buat Dev untuk menghapus fitur privasi terakhir dilihat seperti dulu, aku jadi gabisa liatin dia online, setuju gaseh👍🏻👍🏻",3
Kenapa alasan saya memilih memakai WhatsApp biasa karna WhatsApp nya seru tidak kaya WhatsApp bunssi cepat kardewasa nya semoga yang oake WhatsApp biasa mangkin seru ya kalau kata aku si mending pake WhatsApp Messenger dari pada peke WhatsApp bunssi dadah,5
Kak himna sih cara nya no sya kan di blok watsap gimna biar ke buka lagi dan bisa k daptrar lagi 🙏 tolong di bantu dong,5
Oke banget,5
"Saat ada telpon masuk voice maupun video call hanya bunyi sebentar dan tidak menampilkan notifikasi hanya suara dan itu semangat sebentar, harus dibuka terlebih dahulu untuk melihat informasi siapa yang sedang menelpon. Mohon segera di fix",3
Baik sekali,5
Kenapa dengan aplikasinya 2x kena baned dalam 1 hari pdahal dari playstore Korek lagi fitur nya hanya mengganggu pengguna saja,1
Hanya ingin menambakan sajah mengapa sekarang tidak bisa pesan berbintang dan pt/vd tidak bisa kesimpan dari wa ke galeri padahal dulu bisa,2
Best 👍👍,5
Akun saya kok sering di blokir padahal suda ganti kartu. Aplikasi juga dari playsor masi aja gangguan pemblokiran sarannya gimana,1
Bikin stori sekarang jadi buram:(,3
WhatsApp sangat bermanfaat sekali untuk saya❤️,5
wa sekarang gajelas masa tiba tiba keblokir terus padahal uda ganti nomor,1
"Min kenapa ya ko wa nya pas ngaplod sw jadinya burem pas digaleri gk burem tapi pas masukin sw jadi burem,kenapa yah min?",4
Berkah Selalu WhatsApp 🙏,5
bagus lh,5
wa tdk bagus bikin sakit hati,1
Wt😆 😨😩😠😨😠😠😨😵😠😧👹,3
Kurang puas,2
Jelebaw,5
baik,5
Bagus,5
Ini bagus 👍,4
"Untuk wa temanya jangan hitam bikin yang banyak temanya tanda onlinenya hilang kan, tolong buat wa tanda baca digrup siapa aja yang liat tolong diapus ya makasi",5
Fitur kunci chat nya tidak muncul,2
Eror wanya,1
Ni aplikasi ngirim video aja susah!!!🤬🤬🤬🤬,5
Memudahkan dalam komunikasi,5
"Assalamualaikum warahmatullahi Wabarokatuh.hallo yg udh buat apk ini saya sangat beruntung sekali telah mendownload apk ini 🥰apk ini sangat luar biasa skli 💕😍saya menyukai apk ini saya kasih bintang 5 yah semonga beruntung yg udh menciptakan apk ini yh😍apk ini sangat bangus,lumayan,luar biasa, sempurna dan semacamnya.thanks you somach iyh 😍",5
Oke,5
Ok,4
Semoga bagus aplikasi min,5
Tidak ada kuncii,1
Good,5
Sangat bagus,5
Okeh,5
"tolong dong kualitas unggahan story di perbagus lagi,sayang bgt masa jadi blurr tolong banget inimah",2
bagussd,5
Kekeringan ubdate,2
Aplikasi apa ni jelek skali,5
Atha 4567298,5
Di-update terus malah makin ribet bukannya makin mudah,1
"untuk fitur status sangat cacat, yg di posting menit dan detik apa yg muncul distatus menit dan detik yg lain. terus ngapain gua atur detik dan menitnya klo ujung2nya ngaco yg lu posting. bisa aja yg di menit itu gamau di post, malah lu post dasar *****. bikin malu aja anj ... contoh gua posting video menit 17-40 . tapi yg muncul di postingan malah menit yg lain gb****k . malu2in aja an**** bisa aja menit yg lain itu aib gb*****k",1
Untuk sekedar masukan untuk upgrade versi terbaru nantinya bisa menambahkan fitur untuk menonaktifkan chat seseorang yang sedang tidak diinginkan. Seakan whatsapp sedang tidak digunakan oleh si pemilik alias akan centang satu bagi si pengirim dan mengira whatsapp si pemilik sedang tidak digunakan. Sejauh ini fitur-fitur whatsapp sudah jauh lebih baik. Terimakasih.,5
"Sering keluar sendiri,nomer terdaftar di bilang salah",2
Smg whatsap..sll memperbarui aplikasinya,5
Tolong ada bug saat saya menggirim pesan ke teman saya kan dan ya pesan tersebut di baca tapi kok centang nya masi centang abu abu 1,1
"Everything its perfect maybe, well i currently tired for the day.. please cheer me up :)",5
ok,5
"admin WhatsApp mohon maaf, knp saya setiap ingin ngirim vid dri perangkat kok gk bisa ya min? kenapa ya?",3
"Sebagian orang pasti sangat bergantung pada WhatsApp,. Termasuk saya, namun sudah 2x nomor saya di blokir secara permanen oleh pihak WhatsApp, Dangan alasan melanggar aturan privasi dan lain sebagainya,. Padahal saya sebagai pengguna tidak pernah melakukan pelanggaran apapun, saya hanya menggunakan WhatsApp seperti orang pada umumnya namun pihak WhatsApp tidak mau menanggapi hal itu lebih lanjut,. I am very dissapointed with the current WhatsApp messenger!!.",1
Whatapp rusak erro.,1
Oy wa lol lu kenapa hapus bug Wa.me/settings dah lah Anjj lu wa,1
Memper barui watsapp,1
Sangat mudah banget untuk berkoneksi👍,5
Tks bos,4
GAA JELASS,1
maap b 1 cwe di kontak gw pada nyakitin,1
kembalikan wa versi dulu sekarang bnyak berubah nya,1
Lancar,4
"kecewa banget sama whatsApp chat saya tiba' hilang ke riset semuaaa, padahal ga mencet apa' ini gimana tolong cara ngembaliin chat saya",1
Knpa say tk boleh mndowload i watshapp in,5
Sangat bagus,5
We developer Kembalikan WA seperti dulu Yg dulu SW nya jd Sekarang jadi blurr Ku mohon 🙏🙏🙏🙏🙏🙏🙏 Mudah² di bales,3
assalamualaikum,5
Kenapa hasil upload video kualitas terbaik hasil nya ke video pake kamera hp Nokia N70 parah,1
Bagus,5
Bgus,5
"Tolong bagi yg buat aplikasi ini,klo gk bisa memperbagus apk nya seenggak nya jangan nambah susah,berbagai macam bug,miris,setelah diperbaharuin bukan memperbagus tapi memperburuk",1
"Ini kenapa kalo hapus chat dari orang lain.. poto, vidio dan file yg udh pernah di download dari chat tersebut jadi ikutan ke hapus juga di galery hp 😣 dulu2 engga bgitu sekarang wa banyak eror nya.. kualitas menurun sehabis di update.. payaahhhhhhhh",1
Wa nya ngeleg knpa ya??,1
Bagus,5
Luar biasa sya suka banget,5
Bagus,5
Kenapa setelah di upgrade tambah banyak masalah 😡😡😡,5
Bagus banget,5
Mau bergabung ke grup,2
"Alhamdulillah,, akun saya sudah kembali dipulihkan kembali,, terimakasih,",5
Tolong perbaiki bug soal nya telat kirim pesan padahal jaringan bagus sinyal juga tapi kenapa telat tolong perbaiki,1
Akun saya terblokir Mohon agar kiranya diaktifkan kembali.,5
Sekedar saran kalau mau update tolang chat umum di pisah dengan grub biar ada beda mana chat pribadi mana chat grub,1
Kebanyakan upgrade jadi mabok whatsapp nya setiap video call selalu terjeda kalau keluar dari whatsapp,1
Ok wae,1
"bad, so bad.",1
Hilangin mode matikan kamera saat Vido call itu sangat menggangu,2
Mantab,5
Di updet makin pusing,2
WhatsApp sekarang blm update apa gimana ya min ?,5
Suka krna setiap memosting sellu bisa,5
"Pasca update, malah banyak minus dan bug-nya... Sangat kecewa...",1
Kenapa ya selalu susah kaloai di update? Tolong bantuanya,3
"Kok Nomor saya sering diblok ya sama pihak whatsapp ,, padahal saya tidk pernah spam / melanggar kebijakan ,, sampai sekarangpun nomor whatsapp saya masih terblokir oleh pihak whatsapp ,, pliss kembaliin akun whatsapp saya sudah sering saya mengalami seperti itu ,,,... Akan tetapi hal yang 1 ini tidk bisa diperbaikii...😭😭😭",1
Tambakan fitur live streaming,1
Kok punya saya tidak bisa vn?,5
PutriLestiLestari,5
Oke lah banyak banget update nya,5
Saat berima vc terjeda eh pas mau dinyalakan ulang kamera nga bisa terjeda terusss sebel sih,3
Cakep,5
"tolong bgt, saat saya mengunggah video/foto di status janganlah diturunkan kualitas nya😭, jadi pecah videonya😭",2
"Saya kasih bintang 1 dulu, karena akun whatsapp saya masih diblokir",1
Sangat puas,5
Bagus,5
Hapus fitur 1x bang🙏,5
Sangat bagus,5
WhatsApp messnger W,3
kenapa akun whtsapp saya ke blokir. saya ingin memulihkn data whtsap,2
Gw ga kasih bintang karena udh ga jls apalagi pas di update semakin pea aja aplikasinya gede banget lagi buat aplikasi nya apa si yg di tambah pea banget yang bikin ga bisa 0 sih bintang nya yaudah kasih 1 aja biar sadar jangan terlalu di update mulu,1
"Tolong lah WhatsApp messenger paketan gw masih ada, tp kenapa ngejam terus tolong jangan sampe gw WhatsApp messenger jelek",1
Wa burik up status turun mulu resolusi nya heran dah,1
Daya puas dengan ini,5
Sering eror,1
WhatsApp chat status chat status chat,5
"Wahhh makin kesini makinn wowww, ada fitur yang sy tunggu tunggu, sekarang whatsaap bisa kunci chat",5
Sangat bagus,5
"Luar biasa ,,,,",5
Status wa nya eror deh,1
babiii,1
Alhamdulillah abdi tos tiasa ngaplod,5
👍,2
Kirim via dokumen mending dibuat kek dulu bisa langsung banyak sekaligus,1
Kok lama dapet update Tan terbaru,3
Keren sih tapi kenapa ya setelah di update jadi ada beberapa bug kayak pas nge ganti nama kontak orang tuh status WhatsApp orang yg namanya di ganti jadi ilang kenapa? Aku jadi bingung 😕😕😕😕😕😕😕😕😕😕😕,4
Kurang puas sih pake wa skrng karna setiap uprage pasti ada aja bug baru nya. Apalagi pas vc padah vidio tidak terjeda tiba2 terjeda sendiri. Trus tolong buat status wa kok agak kurang bgus hasilnya.,3
setelah diperbarui tidak bisa mengirim audio dalam chat,5
"bro Adain live di wa donk, biar g bosen ngab🥺🥺🥺🥺🙏🏻🙏🏻🙏🏻🙏🏻",4
Waktu download nya lama bgt,4
"Min minta tolong di upgrade aplikasi nya supaya pas upload stori hasilnya ngga blur dan pecah"" soalnya pas dikamera asli hp hasil video foto bagus pas dibikin stori jadi blur dan pecah"" terimakasih",3
Kamu nanya,5
Ini kenapa wa baru selesai diupdate malah macet,3
Wa sekarang gak jelas bang nomer saya di blokir terus sudah beli nomer 2 kali di blokir terus,1
"Tolong diperbaiki lagi,habis update kok malah eror,foto profil hilang sendiri tanpa dihapus pemilik,tolong diperbaiki lagi semakin lama semakin eror terus",1
Mantap,1
Kok lama ya intalnya,3
Bagus,5
Yes I do,3
Whatsapp ni kok selalu penuh apa sebabnya?,5
👍,5
Ok,5
Mantap 🗿,5
WA nya di aktivkan,5
Mantep,3
cukup puas,4
"Saya tak dpt menginstall berbagai aplikasi whatsapp,saya sudah lapor masalah nya apa tapi laporan masalah saya tak pernah di respon...,mohon bantuan nya",1
Ini sangat bagus sekali aku ketagihan iniiii sangjsnsnsnsushsushsgwysbsusbsusbsushushsueheuehwihdianagwheisbsushauahauwgywvaygayagayagyagatgsusjdidjdudjushdududysysydydudususususususususushshsusususususuwhwnwjehehehehsudhsushsushushsuhsushsuhshahshshdushsusuwuhsushsushushsuhsushs7shsushususushsuususdusydy4hd73hduebduebxuebxurbuxbexubebxuebxhbexhbeuxbuebduebduebxuebxuebxuhexuhedgegsyebuxbeydbeubxuebxubexuvexubexuuebxexbuebxubexbube0udbu3bdubedubeudbeubudbeubxubeubiebdubirh3ihdi3jdi3h3idhuuuujanj,5
Jos,5
Busy,5
Watsaaap koyoo kontol diluk² apdet w.a Yoo asu,1
tidak bisa membantu ubah kata sandi verifikasi 2 langkah yang lupa.,1
Aplikasi ini bagus bngt,5
sangat menyenangkan,5
Tau,5
Lemot tidak bisa ddonlot,2
Kren wajib download,5
Kenapa wa harus diperbaharui katanya tambah bagus eh malah🥲...........,1
Good App,5
Mengemudi,4
"Sangat bagus,aplikasi ini berguna bangett utk smua orggg",5
Kalian jangan pernah download aplikasi ini karena ntar menyesal Saaya download aplikasi ini Terus ada tulisan unistal saya gak tau tuh terus sama saya kepencet eh malah ke hapus terus suruh download lagi washaap kek anj,2
Makacih,5
Vidio.kongfu.seksual,4
good job,5
"Aplikasi yg mempermudah seseorang utk berkirim pesan, video, voice note, dan video call, aplikasi yg sangat membantu, tingkatkan terus pelayanan yg terbaik.",5
Aplikasi kaga jelas tiba tiba keblokir sendiri padahal nomer baru aplikasi sampah,1
Asep apo,4
Balikan akun sya.. Kenapa akun sy di hak..kan sy tdk melalkukan spam atw ap pun..sya mhon kembalikan akun sy bang 🙏🙏🙏,1
"Apanya yang harus di update ketika server nya ngeleg, bego kali ya",1
tolong utk video/foto di status tolong kualitasnya di turunin dong.. masa setiap bikin sw yg tdinya jernih mlh jd blur.. tolong min perbaiki,1
"min, kapan Whatsapp ada fitur filter nya",5
Keren,5
Cape dah wa keriset mulu udh dua kali,5
Mudah dan vepat terhubung,3
sebenarnya sih enak aja pakai aplikasi ini tapi ilangin bug wa.me/settings,3
Kulibagunan,5
Kenapa no baru tidak bisa wa,5
Biasalah bagus,5
WhatsApp in sangat membantu,5
Bagus banget,5
Mantap bosss fiturnya jadi keren lagi 👍😎✨,5
Sangat recomended aplikasinya karna bisa berhubungan dengan teman / saudara dengan puas....,5
Mantap bangat,5
Oke,1
"Banyak bug. fitur picture in picture tdk bisa digunakan. sekalinya bisa, ketika floating window dipencet akan menghilang tiba2. sticker yang ditambahkan ke favorit selalu menghilang padahal saya selalu backup otomatis setiap minggu dan backup selalu lancar.",1
Sering BUG video terjeda saat panggilan video.,1
Bagus,4
Waw bagus banget aplikasi ini,5
Sangat baik,5
Ppp,5
Kurang bagus dan tidak bisa memverifikasi kode atau mengirim,4
Apa artinya bang messi?,1
Saya suka sekali makasih yang indah buat whatsApp ini,5
Selamat siang,5
baik,1
"Kaka ini gimana, saya ganti hp dan install di hp saya yg baru tp tidak bisa masuk ke aplikasi WhatsApp dg nomor saya yg terdaftar di perangkat sebelumnya, mohon tuntunannya",1
Nice,5
